项目id	指数类型	关键词	权重
206	xin	手环,智能,睡眠,运动,防水	2
206	xin	卡路里,手环,智能,运动	3
206	xin	睡眠,运动,防水	24
206	xin	手环,时尚,智能,运动	8
206	xin	计步,运动,运动手环	4
206	xin	手环,智能,运动手环	3
206	xin	睡眠,运动,运动手环	2
206	xin	手环,智能,运动	21
206	xin	手环,时尚,智能,运动,防水	1
206	xin	手环,时尚,智能,运动手环	5
206	xin	卡路里,计步,运动	2
206	xin	卡路里,手环,运动	1
206	xin	手环,智能,睡眠,运动,运动手环	2
206	xin	卡路里,手环,智能,睡眠,计步,运动,防水	11
206	xin	手环,时尚,运动	153
206	xin	手环,时尚,智能	65
206	xin	手环,智能,睡眠,运动	15
206	xin	卡路里,运动手环,防水	1
206	xin	手环,运动,运动手环	3
206	xin	睡眠,计步,运动	2
206	xin	时尚,运动,运动手环	1
206	xin	手环,时尚,智能,睡眠,运动	8
206	xin	手环,智能,睡眠,计步	1
206	xin	时尚,智能,防水	2
206	xin	卡路里,智能,运动	6
206	xin	智能,运动,运动手环	3
206	xin	时尚,智能,运动手环	3
206	xin	智能,运动手环,防水	2
206	xin	智能,运动,防水	5
206	xin	手环,智能,运动,运动手环	1
206	xin	手环,智能,计步	2
206	xin	手环,时尚,运动手环	18
206	xin	手环,智能,防水	34
206	xin	手环,时尚,智能,睡眠,运动,防水	1
206	xin	卡路里,睡眠,计步,运动,防水	3
206	xin	推送,智能,运动	1
206	xin	手环,睡眠,运动,防水	3
206	xin	手环,时尚,运动,运动手环	3
206	xin	智能,计步,防水	2
206	zhi	闹钟	3.72
206	zhi	推送	1.56
206	zhi	智能	235.44
206	zhi	卡路里	7.32
206	zhi	运动手环	12.2
206	zhi	防水	25.96
206	zhi	睡眠	20.56
206	zhi	运动	31.92
206	zhi	计步	7.4
206	zhi	手环	76.72
206	zhi	时尚	20.88
206	shi	闹钟	19.92
206	shi	智能	1116.32
206	shi	防水	803.48
206	shi	睡眠	26.4
206	shi	运动	137.56
206	shi	手环	44.68
206	shi	时尚	1513.24
206	shi	ERI	16.8
206	ozhi	三星	21.32
206	oshi	三星	6679.72
206	ozhi	玫红色	0.72
206	oshi	玫红色	487.16
206	ozhi	专用	3.68
206	oshi	专用	1070.84
206	ozhi	健身	2.88
206	oshi	健身	7.0
206	ozhi	酷道	9.72
206	oshi	酷道	24.48
206	ozhi	Hi910G	1.96
206	ozhi	随身	2.32
206	oshi	随身	77.28
206	ozhi	休闲	3.4
206	oshi	休闲	36.64
206	ozhi	流行	1.32
206	oshi	流行	21.4
206	ozhi	Hi900	2.64
206	ozhi	Watch	4.32
206	oshi	Watch	0.4
206	ozhi	手机	66.84
206	oshi	手机	12261.24
206	ozhi	Step	0.4
206	ozhi	Hi	12.16
206	oshi	Hi	0.36
206	ozhi	时光	1.08
206	oshi	时光	26.8
206	ozhi	Hi910i	2.12
206	oshi	Now	0.16
206	ozhi	记录	1.6
206	oshi	记录	2.6
206	ozhi	轻松	2.32
206	oshi	轻松	52.68
206	ozhi	老人	16.88
206	oshi	老人	37.8
206	ozhi	咕咕表（COOKOO）	1.68
206	ozhi	粉红	0.44
206	oshi	粉红	194.28
206	oshi	湖人队	0.0
206	ozhi	可插	3.76
206	oshi	可插	10.8
206	ozhi	不锈钢	0.72
206	oshi	不锈钢	564.16
206	ozhi	Hi999	1.68
206	ozhi	手镯	17.56
206	oshi	手镯	13.96
206	oshi	财富	1.72
206	oshi	Paul	1.36
206	oshi	心率监测	0.0
206	ozhi	蓝色	17.36
206	oshi	蓝色	2485.76
206	oshi	Howard	1.56
206	ozhi	山水（SANSUI）	1.36
206	oshi	MX3	372.64
206	ozhi	情侣手表	2.4
206	oshi	情侣手表	4.16
206	oshi	wisebrave	347.64
206	oshi	璇信	24.04
206	oshi	烙印	0.36
206	ozhi	三星（SAMSUNG）	6.52
206	oshi	三星（SAMSUNG）	42.12
206	ozhi	iHealth	0.48
206	oshi	iHealth	0.4
206	oshi	颈椎	63.88
206	ozhi	低价	10.96
206	oshi	低价	315.28
206	ozhi	黑色	52.0
206	oshi	黑色	3795.76
206	oshi	牛皮	58.88
206	oshi	高度计	0.08
206	oshi	灰绿色	0.92
206	ozhi	apphome	0.48
206	oshi	apphome	47.44
206	ozhi	爆品	25.64
206	oshi	爆品	371.88
206	oshi	凯尔特人	0.0
206	ozhi	紫色	3.44
206	oshi	紫色	670.44
206	oshi	埃菲凡（IFUAUF）	275.28
206	ozhi	个人	1.84
206	oshi	个人	13.96
206	ozhi	系列	14.88
206	oshi	系列	4305.72
206	ozhi	MM	2.92
206	oshi	MM	178.52
206	ozhi	超薄	5.32
206	oshi	超薄	3544.48
206	oshi	巴西	9.08
206	oshi	Diweinuo	0.56
206	ozhi	机防	0.96
206	oshi	机防	20.32
206	ozhi	柠色	0.6
206	ozhi	未知	11.24
206	oshi	未知	153.2
206	oshi	日本	731.4
206	ozhi	记录器	1.44
206	oshi	记录器	1.04
206	ozhi	大气	0.84
206	oshi	大气	16.36
206	ozhi	创意	4.4
206	oshi	创意	1432.8
206	ozhi	唯动	1.44
206	ozhi	表盘	0.36
206	oshi	表盘	4.2
206	ozhi	祝福语	0.4
206	ozhi	樱草	0.4
206	oshi	樱草	1.96
206	ozhi	接听电话	0.72
206	oshi	接听电话	32.36
206	ozhi	管理	5.72
206	oshi	管理	15.8
206	ozhi	本色	0.6
206	oshi	本色	103.36
206	oshi	EC309	0.08
206	ozhi	调节	2.24
206	oshi	调节	95.16
206	ozhi	表可	0.24
206	ozhi	发货	4.4
206	oshi	发货	189.84
206	ozhi	波兰	1.2
206	ozhi	白色	33.4
206	oshi	白色	2878.72
206	ozhi	iphone	4.12
206	oshi	iphone	424.12
206	ozhi	蓝白	0.84
206	oshi	蓝白	19.68
206	oshi	iPhone4	462.92
206	ozhi	more	4.04
206	oshi	more	275.72
206	ozhi	燃烧	1.92
206	oshi	燃烧	4.96
206	ozhi	盒装	0.24
206	oshi	盒装	288.56
206	oshi	埃菲凡	275.88
206	ozhi	大号	0.2
206	oshi	大号	417.04
206	oshi	泼墨	2.32
206	ozhi	专业	1.12
206	oshi	专业	192.88
206	ozhi	耳机	2.48
206	oshi	耳机	647.48
206	oshi	迈凯亚（MICROKIA）	42.0
206	ozhi	独家	1.04
206	oshi	独家	58.96
206	ozhi	玫红	0.92
206	oshi	玫红	605.92
206	ozhi	mm	1.8
206	oshi	mm	1517.84
206	ozhi	Bracelet	0.4
206	oshi	保健	48.16
206	oshi	编织	33.0
206	ozhi	HUAWEI	1.68
206	oshi	HUAWEI	36.28
206	ozhi	SIM卡	5.12
206	oshi	SIM卡	18.56
206	oshi	灰白色	8.2
206	ozhi	计数器	0.08
206	oshi	计数器	1.76
206	ozhi	山水	1.36
206	oshi	山水	2.88
206	ozhi	信手	0.48
206	oshi	信手	0.08
206	ozhi	PEEL	12.16
206	oshi	库里	0.0
206	ozhi	iPhone5	0.12
206	oshi	iPhone5	1053.68
206	ozhi	数码	12.44
206	oshi	数码	61.52
206	ozhi	iwatch	0.72
206	oshi	iwatch	2.08
206	ozhi	均码	1.8
206	oshi	均码	158.12
206	ozhi	多功能	11.92
206	oshi	多功能	1068.32
206	ozhi	男款	0.92
206	oshi	男款	83.12
206	ozhi	德国	0.52
206	oshi	德国	186.88
206	ozhi	ibody	1.84
206	ozhi	糖果色	0.24
206	oshi	糖果色	259.44
206	oshi	畅玩版	201.84
206	ozhi	蓝牙手表	32.44
206	oshi	蓝牙手表	16.08
206	oshi	iPhone4S	101.72
206	ozhi	布谷鸟	1.68
206	ozhi	Calories	0.88
206	oshi	小米	88.84
206	oshi	美创	8.36
206	ozhi	监测器	0.36
206	oshi	监测器	0.72
206	oshi	轻质	1.16
206	ozhi	登山	1.32
206	oshi	登山	4.92
206	ozhi	fo	0.4
206	oshi	女士	336.04
206	oshi	手带	6.76
206	ozhi	精美	0.08
206	oshi	精美	61.12
206	oshi	One	159.12
206	oshi	黄白色	1.36
206	ozhi	触摸	21.56
206	oshi	触摸	15.28
206	ozhi	炫黑	0.84
206	oshi	炫黑	14.16
206	ozhi	SANSUI	1.36
206	oshi	LINK	31.32
206	ozhi	COOKOO	1.68
206	ozhi	监控	27.44
206	oshi	监控	84.84
206	oshi	周长	0.0
206	oshi	气质	33.48
206	ozhi	通话	11.68
206	oshi	通话	95.12
206	oshi	孔雀绿	5.2
206	ozhi	遥控	75.6
206	oshi	遥控	126.88
206	ozhi	影音	1.72
206	oshi	影音	98.28
206	oshi	手圈	1.76
206	ozhi	青春	4.68
206	oshi	青春	127.24
206	ozhi	sibolan	1.2
206	ozhi	flex	2.76
206	oshi	卡路里	3.92
206	oshi	磁疗	5.68
206	ozhi	青色	0.84
206	oshi	青色	31.24
206	oshi	磁石	3.16
206	ozhi	享腾	0.24
206	oshi	孙小圣	14.92
206	oshi	中码	0.68
206	ozhi	七夕	6.64
206	oshi	七夕	19.76
206	oshi	Naeny	42.72
206	ozhi	户外运动	0.6
206	oshi	户外运动	14.64
206	ozhi	保护	0.6
206	oshi	保护	9129.92
206	ozhi	高清	22.76
206	oshi	高清	1727.52
206	ozhi	APP	4.4
206	oshi	APP	157.76
206	ozhi	CASMELY	2.96
206	oshi	CASMELY	53.64
206	oshi	皓月	14.52
206	ozhi	质量	0.12
206	oshi	质量	7.16
206	ozhi	荣耀	1.68
206	oshi	荣耀	1002.08
206	ozhi	现代演绎	8.56
206	ozhi	负离子	0.36
206	oshi	负离子	96.6
206	oshi	Rose	1.08
206	ozhi	斯波兰（sibolan）	1.2
206	ozhi	粉红色	3.32
206	oshi	粉红色	320.48
206	ozhi	浅绿色	0.36
206	oshi	浅绿色	50.76
206	oshi	透黑	52.12
206	ozhi	银色	6.16
206	oshi	银色	410.92
206	ozhi	More	4.0
206	oshi	More	135.52
206	ozhi	雅帝	0.24
206	oshi	航空	30.12
206	oshi	迈凯亚	42.0
206	ozhi	经典	5.96
206	oshi	经典	457.12
206	ozhi	王子	0.12
206	oshi	王子	2.16
206	oshi	百搭	7.96
206	ozhi	腾海	0.24
206	oshi	Viken	313.52
206	oshi	小码	0.28
206	ozhi	BQBQ	1.28
206	ozhi	易悠	1.32
206	ozhi	大牌	10.56
206	oshi	大牌	318.28
206	ozhi	罗斯	1.32
206	oshi	DIWEINUO	1.36
206	ozhi	商务智能	0.6
206	oshi	商务智能	0.8
206	ozhi	Hi-PEEL	12.16
206	ozhi	医用	0.0
206	oshi	医用	59.28
206	ozhi	心率	0.96
206	oshi	心率	6.04
206	oshi	纯洁	6.28
206	oshi	透粉	15.84
206	ozhi	W110	1.92
206	ozhi	儿童节礼物	1.68
206	oshi	儿童节礼物	2.6
206	ozhi	WIFI	5.96
206	oshi	WIFI	20.6
206	ozhi	thing	4.76
206	oshi	thing	276.0
206	ozhi	镯表	0.0
206	ozhi	手表	55.4
206	oshi	手表	26.0
206	ozhi	TW810	0.48
206	oshi	TW810	1.04
206	ozhi	礼物	26.76
206	oshi	礼物	95.4
206	ozhi	苹果	19.72
206	oshi	苹果	6062.84
206	ozhi	橙色	4.92
206	oshi	橙色	467.0
206	oshi	情侣	308.68
206	ozhi	唯动（vidonn）	1.32
206	oshi	铝材	6.2
206	oshi	维肯（Viken）	313.52
206	ozhi	限量版	1.68
206	oshi	限量版	45.44
206	ozhi	SEE	0.84
206	oshi	SEE	0.16
206	oshi	灰橙	0.2
206	ozhi	华为（HUAWEI）	1.68
206	oshi	华为（HUAWEI）	19.24
206	ozhi	X5	1.32
206	oshi	X5	57.92
206	ozhi	硅胶	0.0
206	oshi	硅胶	843.76
206	oshi	耐翔（Naeny）	41.6
206	ozhi	健康	28.56
206	oshi	健康	124.76
206	ozhi	Star5	2.52
206	oshi	Star5	16.92
206	ozhi	美国	1.92
206	oshi	美国	98.96
206	ozhi	小号	0.24
206	oshi	小号	557.96
206	ozhi	平衡	5.24
206	oshi	平衡	1.24
206	ozhi	支持	6.36
206	oshi	支持	457.2
206	oshi	深红	6.12
206	ozhi	橘红色	0.36
206	oshi	橘红色	6.04
206	ozhi	See	0.84
206	ozhi	海军蓝	0.36
206	oshi	海军蓝	8.2
206	oshi	男士	241.28
206	oshi	滕海体	0.04
206	oshi	高尔夫	43.72
206	ozhi	打电话	15.64
206	oshi	打电话	2.6
206	oshi	公里	1.84
206	ozhi	信息	2.28
206	oshi	信息	1.92
206	ozhi	腕表	32.68
206	oshi	腕表	8.96
206	oshi	科比	0.08
206	ozhi	皮套	1.48
206	oshi	皮套	7258.08
206	ozhi	手腕	3.88
206	oshi	手腕	1.84
206	ozhi	iBody	0.4
206	ozhi	null	42.6
206	oshi	null	717.44
206	ozhi	防尘	0.6
206	oshi	防尘	290.08
206	ozhi	Flex	3.12
206	oshi	Flex	6.4
206	ozhi	适用	9.04
206	oshi	适用	23148.32
206	ozhi	用户	0.24
206	oshi	用户	2.36
206	ozhi	特价	1.84
206	oshi	特价	314.28
206	oshi	成熟	1.48
206	oshi	时尚手机	38.48
206	oshi	note	363.36
206	ozhi	连接	1.8
206	oshi	连接	16.44
206	oshi	一口价	46.72
206	ozhi	伴侣	19.36
206	oshi	伴侣	47.36
206	ozhi	支付	0.72
206	oshi	支付	8.48
206	ozhi	其他	6.8
206	oshi	其他	0.08
206	ozhi	粉色	8.48
206	oshi	粉色	1215.68
206	ozhi	穿戴	43.48
206	oshi	穿戴	18.08
206	ozhi	取件	70.64
206	oshi	取件	3745.08
206	ozhi	红米	0.96
206	oshi	红米	829.68
206	ozhi	随机	1.6
206	oshi	随机	1307.68
206	ozhi	灰色	3.84
206	oshi	灰色	433.8
206	oshi	计量	1.32
206	ozhi	蓝灰色	0.48
206	oshi	蓝灰色	3.28
206	ozhi	智能手机	10.88
206	oshi	智能手机	131.52
206	ozhi	洗澡	0.48
206	oshi	洗澡	142.04
206	oshi	靓丽	23.08
206	oshi	手链	10.8
206	ozhi	Gauge	0.4
206	ozhi	D8	0.48
206	oshi	D8	3.48
206	oshi	球星	4.28
206	ozhi	D6	0.6
206	oshi	D6	0.84
206	ozhi	D5	0.48
206	oshi	D5	1.2
206	ozhi	D1	2.36
206	oshi	D1	14.12
206	oshi	饰品	58.2
206	ozhi	蓝白色	0.56
206	oshi	蓝白色	5.52
206	oshi	威廉姆斯	0.24
206	ozhi	男女朋友	0.0
206	oshi	男女朋友	0.88
206	ozhi	钢琴	1.72
206	oshi	钢琴	41.08
206	ozhi	薄荷	0.36
206	oshi	薄荷	49.24
206	ozhi	无辐射	2.36
206	oshi	无辐射	18.04
206	oshi	凯斯	47.84
206	ozhi	震动	9.32
206	oshi	震动	32.8
206	ozhi	Miroad	9.44
206	oshi	Miroad	23.76
206	ozhi	科技	4.4
206	oshi	科技	24.28
206	ozhi	天蓝色	1.56
206	oshi	天蓝色	291.44
206	ozhi	黑银	0.36
206	oshi	黑银	2.36
206	ozhi	热点	1.8
206	oshi	热点	0.08
206	oshi	Mov	0.16
206	ozhi	低功耗	0.84
206	oshi	低功耗	0.16
206	ozhi	Hi777G	1.28
206	ozhi	彩色	10.12
206	oshi	彩色	758.28
206	ozhi	石墨	0.48
206	oshi	石墨	6.04
206	ozhi	设备	34.68
206	oshi	设备	36.96
206	ozhi	粉白色	0.32
206	oshi	粉白色	1.4
206	ozhi	watch	2.96
206	oshi	watch	1.4
206	ozhi	测试	1.08
206	oshi	测试	54.28
206	ozhi	高级	0.56
206	oshi	高级	320.4
206	ozhi	防辐射	2.44
206	oshi	防辐射	60.12
206	ozhi	追客	0.8
206	ozhi	Sports	0.88
206	ozhi	动动手	1.2
206	oshi	动动手	0.96
206	ozhi	必备	6.12
206	oshi	必备	233.4
206	ozhi	报警	21.64
206	oshi	报警	28.56
206	ozhi	珍珠白	6.36
206	oshi	珍珠白	57.96
206	ozhi	礼品	1.84
206	oshi	礼品	174.08
206	ozhi	男人	0.6
206	oshi	男人	4.64
206	ozhi	伸缩	0.2
206	oshi	伸缩	175.76
206	ozhi	Bluetooth	1.48
206	oshi	Bluetooth	7.72
206	ozhi	土豪	5.6
206	oshi	土豪	749.24
206	ozhi	深度	2.24
206	oshi	深度	13.32
206	oshi	morething	26.6
206	ozhi	象牙白	1.44
206	oshi	象牙白	77.36
206	oshi	雷霆	0.36
206	ozhi	香槟金	3.12
206	oshi	香槟金	246.6
206	ozhi	现代	9.68
206	oshi	现代	33.24
206	ozhi	以上	0.16
206	oshi	以上	13.8
206	ozhi	女款	0.92
206	oshi	女款	98.28
206	ozhi	NFC	2.76
206	oshi	NFC	34.44
206	ozhi	Android	1.2
206	oshi	Android	2.24
206	ozhi	定位	4.68
206	oshi	定位	9.12
206	oshi	Skyunion	9.24
206	ozhi	PS	1.92
206	oshi	PS	20.84
206	oshi	运动手环	1.44
206	ozhi	热卖	7.08
206	oshi	热卖	287.52
206	ozhi	腕带	10.96
206	oshi	腕带	3.44
206	ozhi	PK	1.32
206	oshi	PK	4.24
206	ozhi	播放	1.92
206	oshi	播放	32.2
206	ozhi	生日礼物	4.12
206	oshi	生日礼物	24.16
206	ozhi	智能运动手环	0.48
206	oshi	智能运动手环	0.32
206	ozhi	滕海	0.24
206	oshi	滕海	0.6
206	oshi	小号手	3.44
206	ozhi	AmanStino	0.24
206	oshi	超大屏	0.8
206	ozhi	酷道（Miroad）	9.44
206	oshi	酷道（Miroad）	23.76
206	oshi	维肯	313.52
206	ozhi	公主	8.68
206	oshi	公主	159.6
206	ozhi	天然	0.12
206	oshi	天然	225.0
206	ozhi	条码	67.28
206	oshi	条码	1241.0
206	ozhi	来电显示	1.56
206	oshi	来电显示	104.0
206	ozhi	电话设备	0.48
206	ozhi	免提通话	10.52
206	oshi	免提通话	19.32
206	ozhi	计步器	38.52
206	oshi	计步器	16.12
206	oshi	专利	30.24
206	oshi	缓解	9.52
206	ozhi	gps	1.2
206	oshi	gps	0.24
206	oshi	黑扣	1.04
206	ozhi	HNM	0.44
206	oshi	HNM	2.04
206	oshi	凹凸	2.28
206	ozhi	其它	2.88
206	oshi	其它	618.0
206	ozhi	抢先	25.64
206	oshi	抢先	359.36
206	ozhi	炫酷	3.08
206	oshi	炫酷	131.28
206	ozhi	迪威诺	0.96
206	oshi	迪威诺	0.8
206	ozhi	果珈（Star5）	2.52
206	oshi	果珈（Star5）	15.96
206	ozhi	Hi777	1.64
206	ozhi	活力	2.4
206	oshi	活力	45.28
206	ozhi	蓝牙	65.08
206	oshi	蓝牙	238.88
206	ozhi	pc	1.2
206	oshi	pc	69.56
206	ozhi	可视	10.0
206	oshi	可视	128.76
206	oshi	能量消耗	0.16
206	ozhi	男女	0.88
206	oshi	男女	446.4
206	ozhi	误够	70.64
206	oshi	误够	3745.08
206	oshi	果珈	84.32
206	ozhi	宝石蓝	0.8
206	oshi	宝石蓝	90.52
206	ozhi	IP44	0.24
206	ozhi	韩国	6.32
206	oshi	韩国	820.56
206	ozhi	游泳	0.6
206	oshi	游泳	13.32
206	ozhi	学生	4.6
206	oshi	学生	286.6
206	ozhi	拍照	16.48
206	oshi	拍照	17.52
206	ozhi	插卡	5.6
206	oshi	插卡	117.24
206	oshi	计步	0.72
206	oshi	DiWatch	0.56
206	ozhi	红色	12.04
206	oshi	红色	1314.32
206	oshi	日本原装进口	17.0
206	ozhi	触屏	6.12
206	oshi	触屏	24.24
206	ozhi	商务	5.6
206	oshi	商务	683.76
206	ozhi	同步	5.28
206	oshi	同步	8.16
206	ozhi	纽扣式	0.6
206	oshi	纽扣式	4.28
206	ozhi	玫瑰红	1.72
206	oshi	玫瑰红	176.64
206	ozhi	医疗	0.36
206	oshi	医疗	9.0
206	oshi	Moer	0.0
206	ozhi	进口	0.56
206	oshi	进口	912.32
206	oshi	TOREAD	0.36
206	ozhi	畅游	0.24
206	oshi	畅游	0.0
206	ozhi	配件	9.88
206	oshi	配件	1331.12
206	ozhi	备件	67.44
206	oshi	备件	1170.8
206	ozhi	Intelligent	1.12
206	oshi	Intelligent	1.56
206	ozhi	等级	0.24
206	oshi	等级	2.8
206	oshi	换购	7.32
206	oshi	礼品盒	20.96
206	ozhi	记忆	2.4
206	oshi	记忆	29.16
206	ozhi	蓝牙耳机	6.68
206	oshi	蓝牙耳机	383.08
206	ozhi	DK611131227233648470	0.24
206	ozhi	android	7.16
206	oshi	android	0.08
206	ozhi	身高	0.24
206	oshi	身高	3.48
206	oshi	球迷	0.24
206	ozhi	vidonn	1.32
206	ozhi	高端	5.16
206	oshi	高端	93.08
206	oshi	XSEN	23.8
206	ozhi	IP	0.48
206	oshi	IP	17.12
206	ozhi	ios	8.76
206	oshi	ios	4.8
206	ozhi	雅帝诺（YADINUO）	0.24
206	ozhi	微信	6.28
206	oshi	微信	3.24
206	ozhi	编辑	0.4
206	oshi	编辑	0.84
206	ozhi	颜色	0.92
206	oshi	颜色	1083.76
206	ozhi	大卡	0.24
206	oshi	大卡	0.48
206	ozhi	乐活	5.96
206	oshi	乐活	7.04
206	oshi	魅族	849.64
206	ozhi	Waterproof	0.4
206	ozhi	eyo	1.44
206	ozhi	手表手机	28.36
206	oshi	手表手机	12.36
206	oshi	抗疲劳	1.04
206	ozhi	浅蓝色	3.36
206	oshi	浅蓝色	186.6
206	oshi	IFUAUF	275.88
206	ozhi	银白	0.0
206	oshi	银白	19.0
206	oshi	MICROKIA	42.0
206	oshi	ROMAN	46.72
206	oshi	消耗	0.2
206	oshi	NAENY	14.72
206	oshi	吉祥	19.36
206	oshi	银扣	2.16
206	oshi	耐翔	44.6
206	ozhi	IOS	0.0
206	oshi	IOS	2.76
206	oshi	阿尔法	2.2
206	ozhi	喜越	15.48
206	oshi	喜越	37.8
206	oshi	古典	114.88
206	oshi	可裁剪	6.76
206	oshi	James	0.24
206	ozhi	演绎	9.52
206	ozhi	版本	1.68
206	oshi	版本	38.88
206	ozhi	绿色	8.0
206	oshi	绿色	1176.12
206	ozhi	测量	1.08
206	oshi	测量	5.2
206	ozhi	金属	9.4
206	oshi	金属	935.84
206	ozhi	Morething	0.16
206	oshi	Morething	106.04
206	oshi	深灰色	40.08
206	oshi	大码	12.96
206	ozhi	新型	0.48
206	oshi	新型	36.12
206	ozhi	平板	13.96
206	oshi	平板	606.92
206	ozhi	欢乐	0.12
206	oshi	欢乐	13.4
206	ozhi	Management	0.4
206	ozhi	U9	2.04
206	oshi	U9	1.2
206	ozhi	U8	3.72
206	oshi	U8	4.68
206	ozhi	机智	1.16
206	oshi	机智	9.84
206	ozhi	机芯	0.36
206	oshi	机芯	8.04
206	oshi	优者	0.16
206	ozhi	检测	4.24
206	oshi	检测	49.76
206	ozhi	旗舰店	29.44
206	oshi	旗舰店	77.68
206	ozhi	more-thing	0.72
206	oshi	more-thing	261.8
206	ozhi	音乐	14.44
206	oshi	音乐	206.84
206	ozhi	安卓	12.08
206	oshi	安卓	192.32
206	ozhi	媲美	5.76
206	oshi	媲美	18.72
206	ozhi	for	0.88
206	oshi	for	33.8
206	oshi	跟踪	0.48
206	ozhi	金黑	0.64
206	oshi	金黑	1.56
206	oshi	无线网卡	9.04
206	oshi	海拔	0.08
206	ozhi	SAMSUNG	6.52
206	oshi	SAMSUNG	58.12
206	ozhi	玫瑰	3.04
206	oshi	玫瑰	187.2
206	ozhi	最新	0.64
206	oshi	最新	25.72
206	ozhi	朋友圈	1.32
206	oshi	六月	14.88
206	oshi	情侣表	0.24
206	ozhi	纯白	0.12
206	oshi	纯白	15.36
206	oshi	纤维	56.88
206	ozhi	苹果手机	2.88
206	oshi	苹果手机	189.96
206	ozhi	H1	1.48
206	oshi	H1	30.68
206	ozhi	UP	0.36
206	oshi	UP	0.08
206	ozhi	典雅	3.2
206	oshi	典雅	134.48
206	ozhi	追踪	12.44
206	oshi	追踪	6.96
206	ozhi	金白	0.8
206	oshi	金白	0.76
206	ozhi	潜水	0.24
206	oshi	潜水	17.84
206	oshi	NEO	10.44
206	ozhi	彩屏	7.16
206	oshi	彩屏	13.28
206	ozhi	磁性	0.24
206	oshi	磁性	47.0
206	oshi	篮球	6.08
206	oshi	紫黑色	0.2
206	ozhi	淡绿色	0.24
206	oshi	淡绿色	5.72
206	oshi	入门	1.72
206	ozhi	系统	9.48
206	oshi	系统	49.52
206	oshi	欧文	8.2
206	oshi	黑红色	8.32
206	oshi	磁铁	28.44
206	ozhi	金色	6.84
206	oshi	金色	342.16
206	ozhi	潮流	2.8
206	oshi	潮流	70.48
206	ozhi	充电	6.28
206	oshi	充电	1237.8
206	ozhi	跑步	1.6
206	oshi	跑步	47.04
206	ozhi	表带	5.8
206	oshi	表带	1.2
206	oshi	NBA	0.64
206	ozhi	首发	3.64
206	oshi	首发	23.08
206	oshi	蓝牙电话	4.08
206	ozhi	无线	132.76
206	oshi	无线	336.88
206	oshi	夜光	62.68
206	ozhi	户外	4.6
206	oshi	户外	172.8
206	ozhi	秒杀	0.96
206	oshi	秒杀	60.04
206	ozhi	体记忆	1.56
206	oshi	体记忆	0.32
206	oshi	购价	1.44
206	ozhi	LED	5.52
206	oshi	LED	176.76
206	ozhi	来电提醒	5.12
206	oshi	来电提醒	0.24
206	ozhi	风彩	11.16
206	oshi	风彩	13.8
206	ozhi	Fitbit	4.8
206	oshi	Fitbit	1.08
206	ozhi	送礼	0.36
206	oshi	送礼	33.32
206	ozhi	防盗	27.52
206	oshi	防盗	103.4
206	ozhi	旗舰版	0.0
206	oshi	旗舰版	6.28
206	ozhi	wifi	16.12
206	oshi	wifi	26.24
206	ozhi	USB	5.32
206	oshi	USB	750.48
206	ozhi	内存	1.2
206	oshi	内存	4.8
206	ozhi	数据传输	2.52
206	oshi	数据传输	5.12
206	ozhi	水运	0.28
206	oshi	水运	1.96
206	ozhi	OTG	0.4
206	oshi	OTG	25.16
206	ozhi	通用	6.16
206	oshi	通用	342.44
206	ozhi	电子表	0.36
206	oshi	电子表	0.48
206	ozhi	通知	0.24
206	oshi	通知	0.8
206	ozhi	CM	0.36
206	oshi	CM	362.96
206	oshi	能量	17.56
206	ozhi	兼容	3.24
206	oshi	兼容	29.52
206	oshi	七彩	107.76
206	ozhi	爱随	3.48
206	ozhi	配对	1.8
206	oshi	配对	3.4
206	oshi	无需	29.24
206	ozhi	电子计步器	1.24
206	oshi	电子计步器	9.0
206	oshi	首先	0.88
206	ozhi	成长	0.48
206	oshi	成长	5.28
206	ozhi	YADINUO	0.24
206	ozhi	T9	1.32
206	oshi	T9	1.92
206	ozhi	分享	2.16
206	oshi	分享	0.6
206	ozhi	环表	3.52
206	ozhi	黑金	0.48
206	oshi	黑金	15.48
206	oshi	推送	0.8
206	oshi	保罗	1.12
206	ozhi	保护套	0.92
206	oshi	保护套	14521.24
206	ozhi	新款	43.08
206	oshi	新款	917.0
206	ozhi	儿童	30.4
206	oshi	儿童	646.64
206	ozhi	黄色	6.6
206	oshi	黄色	604.84
206	ozhi	Jawbone	8.24
206	oshi	Jawbone	1.88
206	ozhi	提醒	7.04
206	oshi	提醒	4.64
206	ozhi	U盘	3.24
206	oshi	U盘	46.8
206	ozhi	复古	0.36
206	oshi	复古	252.76
206	ozhi	home	0.8
206	oshi	home	37.52
206	ozhi	情人节	0.24
206	oshi	情人节	220.72
206	ozhi	中国	0.68
206	oshi	中国	387.08
206	ozhi	Sleep	0.4
206	oshi	手腕带	0.92
206	ozhi	小卡	0.0
206	oshi	小卡	3.56
